date,equity,returns,drawdown
2019-10-24 09:15:00,200000.0,0.0,0.0
2019-10-25 09:15:00,200000.0,0.0,0.0
2019-10-27 18:00:00,200000.0,0.0,0.0
2019-10-29 09:15:00,201712.1082232,0.008560541115999909,0.0
2019-10-30 09:15:00,202481.71791766994,0.0038153866976511353,0.0
2019-10-31 09:15:00,203623.42555443998,0.005638571464680275,0.0
2019-11-01 09:15:00,204088.88734322,0.0022858950904722786,0.0
2019-11-04 09:15:00,204958.46995844,0.004260803351618048,0.0
2019-11-05 09:15:00,203376.28843677993,-0.007719522506100307,-0.007719522506100331
2019-11-06 09:15:00,202870.09045664995,-0.002488972456035965,-0.010189281283244882
2019-11-07 09:15:00,203239.12801843995,0.0018190831431055265,-0.008388733289962
2019-11-08 09:15:00,201656.52514259,-0.007786900540659558,-0.016110311598830467
2019-11-11 09:15:00,202544.51747954992,0.004403489231662672,-0.01177776395081188
2019-11-13 09:15:00,201074.98842442996,-0.007255338596209304,-0.018947650881651765
2019-11-14 09:15:00,200785.24908329995,-0.0014409516738025374,-0.02036129990620179
2019-11-15 09:15:00,200676.86148987996,-0.00053981850716045,-0.020890127006843045
2019-11-18 09:15:00,201585.73430697992,0.00452903643375846,-0.016455702719404414
2019-11-19 09:15:00,201715.97871116002,0.0006460993116792491,-0.01582023542592539
2019-11-20 09:15:00,201793.22910781996,0.00038296617428890123,-0.01544332786667394
2019-11-21 09:15:00,201380.96014810994,-0.002043026723606012,-0.01745480345874692
2019-11-22 09:15:00,201529.20245199004,0.0007361286974254533,-0.016731523743055417
2019-11-25 09:15:00,203140.33294626,0.007994526225814758,-0.008870758122602436
2019-11-26 09:15:00,202770.81609063002,-0.0018190225952210426,-0.010673644608361742
2019-11-27 09:15:00,203376.68107752997,0.0029879299130952663,-0.007717606797273466
2019-11-28 09:15:00,203618.47829518994,0.0011889131850262302,-0.0065378691767252525
2019-11-29 09:15:00,204223.46216705997,0.0029711638989511346,-0.0035861303586480677
2019-12-02 09:15:00,203468.42817183,-0.00369709722486411,-0.007269969310915247
2019-12-03 09:15:00,201988.55563023002,-0.007273229340279741,-0.014490322497099957
2019-12-04 09:15:00,202181.11151520998,0.0009533009648945434,-0.013550835170623518
2019-12-05 09:15:00,201509.08021915995,-0.0033239074165416493,-0.01682970086564115
