date,equity,returns,drawdown
2019-10-24 09:15:00,200000.0,0.0,0.0
2019-10-25 09:15:00,201720.91881144006,0.008604594057200377,0.0
2019-10-27 18:00:00,201748.91881144006,0.0001388056338678112,0.0
2019-10-29 09:15:00,203843.00248432008,0.010379652516686821,0.0
2019-10-30 09:15:00,204614.55415241016,0.003785028961930781,0.0
2019-10-31 09:15:00,205883.2243022979,0.006200292814668273,0.0
2019-11-01 09:15:00,206325.67078313237,0.0021490166687152534,0.0
2019-11-04 09:15:00,207357.1701619867,0.004999374895712894,0.0
2019-11-05 09:15:00,205447.63639838574,-0.00920891118503031,-0.009208911185030297
2019-11-06 09:15:00,204941.93379347445,-0.002461467134772355,-0.011647710887573676
2019-11-07 09:15:00,205510.58177689058,0.002774678529134933,-0.00890535101175215
2019-11-08 09:15:00,203473.03309638778,-0.009914568208048924,-0.018731626509778474
2019-11-11 09:15:00,204879.2176185353,0.006910913454960754,-0.01195016570449734
2019-11-13 09:15:00,203488.26151609706,-0.006789151767594426,-0.01865818598347603
2019-11-14 09:15:00,203161.1179044032,-0.0016076780510898558,-0.020235867678487146
2019-11-15 09:15:00,203054.89708042715,-0.0005228403203905163,-0.020748127871337275
2019-11-18 09:15:00,204096.2119803521,0.005128243223370799,-0.015726286094120374
2019-11-19 09:15:00,204326.50187598722,0.00112833988147365,-0.014615690808434204
2019-11-20 09:15:00,204284.20155591637,-0.00020702316969400947,-0.014819688191489747
2019-11-21 09:15:00,203723.23576047624,-0.0027460067453458636,-0.017524999973097824
2019-11-22 09:15:00,203613.43117188523,-0.0005389890268585606,-0.018054543217275162
2019-11-25 09:15:00,205578.74349160312,0.009652174261818747,-0.008576634552806994
2019-11-26 09:15:00,205071.99521160565,-0.0024649838372913235,-0.01102047712454733
2019-11-27 09:15:00,205922.1428305247,0.004145605634946925,-0.0069205580416676505
2019-11-28 09:15:00,206368.30864081698,0.0021666723362501195,-0.004768880287077716
2019-11-29 09:15:00,207124.99041935225,0.0036666568792413923,-0.0011197092555471505
2019-12-02 09:15:00,206216.0634566099,-0.004388301773253445,-0.005503097406688963
2019-12-03 09:15:00,204497.7225969691,-0.008332720695167106,-0.013789962328207884
2019-12-04 09:15:00,205686.31420418675,0.005812248626162697,-0.008057864391642081
2019-12-05 09:15:00,204594.63543115172,-0.005307493487152093,-0.013322590816015147
2019-12-06 09:15:00,202746.66227493444,-0.009032363689903011,-0.022234620020376163
2019-12-09 09:15:00,202723.14270792695,-0.00011600470628514437,-0.022348045406096445
2019-12-10 09:15:00,200635.7890819441,-0.010296572942292026,-0.03241451006874699
2019-12-11 09:15:00,200495.80956708646,-0.0006976796886445369,-0.033089574812099176
2019-12-12 09:15:00,202375.67489836138,0.009376082898360671,-0.024023742510248323
2019-12-13 09:15:00,204315.7515677959,0.00958651117733833,-0.014667535209006021
2019-12-16 09:15:00,203727.01927575437,-0.002881482644015221,-0.01750675360488602
2019-12-17 09:15:00,206108.96914119326,0.011691870199184606,-0.006019570096458908
2019-12-18 09:15:00,206490.1032576318,0.001849187437240829,-0.0041815139726181115
2019-12-19 09:15:00,207259.79552956074,0.0037275019954279287,-0.00046959857886701855
2019-12-20 09:15:00,207695.96238007402,0.002104445048779713,0.0
2019-12-23 09:15:00,207711.369171069,7.417954022037598e-05,0.0
2019-12-24 09:15:00,207151.93218602127,-0.002693338295733816,-0.002693338295733784
2019-12-26 09:15:00,207354.04803557927,0.0009756889420491355,-0.0017202772140770476
2019-12-27 09:15:00,208285.07641535046,0.004490041976954462,0.0
2019-12-30 09:15:00,208798.454610779,0.0024647862644022744,0.0
2019-12-31 09:15:00,209235.96253904636,0.002095359992404733,0.0
2020-01-01 09:15:00,210415.66512492596,0.005638144473655959,0.0
2020-01-02 09:15:00,214052.3389236913,0.017283284476971916,0.0
2020-01-03 09:15:00,214338.36449817583,0.0013362412946418267,0.0
2020-01-06 09:15:00,210127.02630884526,-0.01964808399649054,-0.019648083996490533
2020-01-07 09:15:00,212615.995597649,0.011845069777675521,-0.00803574714475111
2020-01-08 09:15:00,212547.88255389265,-0.00032035709996736106,-0.008353529936067128
2020-01-09 09:15:00,216006.2828434201,0.016271158517189965,0.0
2020-01-10 09:15:00,216841.06521647435,0.003864620797439322,0.0
2020-01-13 09:15:00,218613.8032419304,0.008175287387037766,0.0
2020-01-14 09:15:00,220351.52349522963,0.007948813055395965,0.0
2020-01-15 09:15:00,221897.52097034527,0.007016050765580983,0.0
2020-01-16 09:15:00,223147.23579356007,0.005631945853878273,0.0
2020-01-17 09:15:00,223326.15698724022,0.000801807797635723,0.0
2020-01-20 09:15:00,222105.3543955891,-0.005466455914167168,-0.00546645591416717
2020-01-21 09:15:00,220851.09916131507,-0.005647118403278473,-0.011082704593652062
2020-01-22 09:15:00,221629.51474812272,0.003524617218405135,-0.007597149666684311
2020-01-23 09:15:00,223922.945022954,0.010348036349931533,0.0
2020-01-24 09:15:00,225436.12528632654,0.006757593614256097,0.0
2020-01-27 09:15:00,225323.78064140174,-0.0004983435763993294,-0.0004983435763993521
2020-01-28 09:15:00,223697.13367051614,-0.007219153549861579,-0.007713899507462295
2020-01-29 09:15:00,223633.2385237902,-0.0002856323891036183,-0.007997328557020253
2020-01-30 09:15:00,220732.62942068724,-0.012970384555757386,-0.020863984685974293
2020-01-31 09:15:00,219457.54763495727,-0.005776589483287631,-0.02652005149474546
2020-02-01 09:15:00,213409.3265293491,-0.02755986827880119,-0.053349030647604434
2020-02-03 09:15:00,213457.32249176936,0.00022490096005078897,-0.053136127935764055
2020-02-04 09:15:00,215972.26555794931,0.01178194796422094,-0.041980227065902466
2020-02-05 09:15:00,217967.3237089864,0.009237566434203925,-0.03313045576814281
2020-02-06 09:15:00,219340.94572268656,0.006301963020540313,-0.027037279654707008
2020-02-07 09:15:00,219716.7774291603,0.0017134589496523578,-0.02537014797385326
2020-02-10 09:15:00,217470.77996496082,-0.010222239241259756,-0.0353330474929381
2020-02-11 09:15:00,217010.32646706552,-0.002117312026790441,-0.03737554843332855
2020-02-12 09:15:00,216228.45667714335,-0.003602915136118323,-0.040843802640275734
2020-02-13 09:15:00,215076.4384303003,-0.005327782774508516,-0.04595397850663195
2020-02-14 09:15:00,212462.2849610704,-0.012154532073847202,-0.057549961474799384
2020-02-17 09:15:00,209497.64147256187,-0.01395374002050176,-0.07070066429469188
2020-02-18 09:15:00,208713.71628067477,-0.00374192848366639,-0.0741780359488198
2020-02-19 09:15:00,211786.09750045903,0.01472055250864579,-0.060549425113346864
2020-02-20 09:15:00,211677.39046640834,-0.0005132869217274738,-0.061031632807045565
2020-02-24 09:15:00,207367.91825330103,-0.02035867979859285,-0.08014778913573443
2020-02-25 09:15:00,206243.15771596922,-0.005423985285698318,-0.08513705399247933
2020-02-26 09:15:00,203497.33473982266,-0.0133135227687311,-0.0973171026544189
2020-02-27 09:15:00,201378.93813678826,-0.010409947657264551,-0.10671398436689432
2020-02-28 09:15:00,193405.6406222838,-0.0395935026188714,-0.14208230656626486
2020-03-02 09:15:00,193545.31897436196,0.0007222041282184399,-0.1414627148663953
2020-03-03 09:15:00,197271.3149593919,0.01925128442669033,-0.1249347693993698
2020-03-04 09:15:00,195737.77811384044,-0.007773744732563537,-0.13173730312640095
2020-03-05 09:15:00,196422.63988652776,0.003498873744694375,-0.12869936157281242
2020-03-06 09:15:00,192937.78296650277,-0.01774162551749725,-0.14415765121294385
2020-03-09 09:15:00,184586.62074390208,-0.04328422403428667,-0.18120212317587292
2020-03-11 09:15:00,183441.9519793422,-0.006201255323634802,-0.18627969786850937
2020-03-12 09:15:00,167474.1657193826,-0.08704544455435015,-0.2571103433104451
2020-03-13 09:15:00,171103.61898470932,0.021671720230618474,-0.2410106465084488
2020-03-16 09:15:00,162140.79905730538,-0.05238241003075983,-0.2807683380320245
2020-03-17 09:15:00,158816.1134943648,-0.020504928939973577,-0.2955161321520569
2020-03-18 09:15:00,150496.86368737047,-0.05238290765306708,-0.33241904554461127
2020-03-19 09:15:00,143894.16540098138,-0.04387266368623455,-0.361707600242768
2020-03-20 09:15:00,149706.62842979372,0.04039401467470971,-0.3359244076802187
2020-03-23 09:15:00,132902.26915602438,-0.11224859880970395,-0.41046596242183836
2020-03-24 09:15:00,132284.73634056788,-0.004646518222586105,-0.41320524307028006
2020-03-25 09:15:00,136840.6949642025,0.0344405465790496,-0.39299571091189994
2020-03-26 09:15:00,141710.43809056206,0.03558695114515076,-0.3713942789312247
